Year,"Population requiring PC for STH, Pre-SAC",Number of Pre-SAC targeted,Reported number of Pre-SAC treated,"Drug combination, Pre-SAC","Programme coverage, Pre-SAC (%)","National coverage, Pre-SAC (%)","Population requiring PC for STH, SAC",Number of SAC targeted,Reported number of SAC treated,"Drug combination, SAC","Programme coverage, SAC (%)","National coverage, SAC (%)",CountryCode
2007,428510,711232.0,677399.0,Alb/Mbd,95.2430430576802,100.0,904820,30400.0,31392.0,Ivm+Alb, ,2.726050665360608,COG
2007,2443214,3229541.0,3002474.0,Alb/Mbd, ,100.0,5162622,1011206.0,374923.0,Mbd, ,7.262259371303961,CIV
2007,4965323,2345105.0,113245.53333333334,Alb/Mbd, ,2.2906644861342116,9783185,4187694.0,1007334.0,Alb/Mbd, ,10.29658541671245,KEN
2007,143621,214755.0,202335.0,Alb/Mbd,94.21666550254942,100.0,349988,259792.0,58768.0,Ivm+Alb, ,18.94,GAB
2007,74282,79054.0,88057.57,"Dec+Alb, Alb/Mbd", ,100.0,152202,196889.0,89952.98,Dec+Alb, ,59.10104992050038,COM
2007,1520617,1645475.0,1336885.0,Alb/Mbd, ,84.29941288006573,2928552,743593.0,73817.75,Ivm+Alb, ,1.314432440750134,TCD
2007,207065,237579.0,219019.0,Alb/Mbd,92.18786172178517,100.0,426562,19906.0,76847.0,Ivm+Alb, ,18.10748170007859,GMB
2007,18544,24819.0,3459.0,Alb/Mbd, ,24.944363756466856,41569,33025.0,14573.0,Ivm+Alb, ,39.38054697156555,STP
2007,2460185,3932791.0,3048589.0,Alb/Mbd, ,100.0,4864580,1562296.0,1256067.0,Ivm+Alb, ,17.97,AGO
2007,203305,195743.0,173664.0,Alb/Mbd - round 2,88.72041401225076,85.42042743661003,No PC required,128428.0,89569.66666666667,Ivm+Alb, ,22.736513323728616,GNB
2007,2307482,2676553.0,1923909.0,Alb/Mbd, ,81.39244351334155,4748053,3672936.0,3934801.0,Mbd, ,82.87188453877832,CMR
2007,1254384,1127484.0,1158318.0,Alb/Mbd - round 2,102.73476164628501,92.34157961198484,No PC required,3325950.0,2454947.0,Ivm+Alb, ,99.94333029765028,RWA
2007,2984552,3043840.0,3017790.0,Alb/Mbd, ,99.77191043442814,5851512,385278.0,105391.33333333333,Ivm+Alb, ,1.7675311860189533,MOZ
2007,1254384,1127484.0,1185814.0,Alb/Mbd - round 1,105.17346587623418,94.53357185678388,2388788,3325950.0,2454947.0,Ivm+Alb, ,99.94333029765028,RWA
2007,203305,195783.0,150802.0,Alb/Mbd - round 1,77.02507367851142,74.17525392882615,397347,128428.0,90436.0,Mbd, ,22.75995540421848,GNB
2007,1562075,1747465.0,1732051.0,Alb/Mbd,99.11792224736976,100.0,3237494,1537264.0,142396.3,"Ivm+Alb, Mbd", ,4.398349464122559,SEN
2007,4169762,4722159.0,1037532.25,Alb/Mbd, ,29.16695960877913,10040159,10484393.0,5038560.0,Ivm+Alb, ,100.0,ZAF
2007,48328,41438.0,24250.0,Alb/Mbd, ,58.52,125375,104124.0,89000.0,Mbd, ,70.98703888334995,CPV
2007,885656,1151156.0,1628311.0,Alb/Mbd - round 1, ,100.0,1983007,1451954.0,1483041.0,Alb/Mbd, ,74.78748183944887,BDI
